"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Terrestrial","Marine","Freshwater","Aerial","Life.Habit.Method","Life.Habit.Source","Mass.g","Mass.Method","Mass.Source","Mass.Comparison","Mass.Comparison.Source","Island.Endemicity","IUCN.Status.1.2","Added.IUCN.Status.1.2","Diet.Plant","Diet.Vertebrate","Diet.Invertebrate","Diet.Method","Diet.Source","range.size"
"Mesocricetus_brandti","Rodentia","Cricetidae","Mesocricetus","brandti",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",198,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",90,10,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",119
"Mesocricetus_newtoni","Rodentia","Cricetidae","Mesocricetus","newtoni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",97.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",90,10,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",13
"Mesocricetus_raddei","Rodentia","Cricetidae","Mesocricetus","raddei",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",260,"Reported","Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,"Occurs on mainland","LC","No",90,10,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",33
"Mesomys_hispidus","Rodentia","Echimyidae","Mesomys","hispidus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",175,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",50,0,50,"Estimated Expert Species","Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona.",596
"Mesomys_leniceps","Rodentia","Echimyidae","Mesomys","leniceps",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",108,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",80,0,20,"Imputed 000 Species","PHYLACINE 1.2",2
"Mesomys_occultus","Rodentia","Echimyidae","Mesomys","occultus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",146.7,"Assumed isometric based on head-body length","Bulletin of the American Museum of Natural History 244: 3-306 (2000)","Mesomys_hispidus","Bulletin of the American Museum of Natural History 244: 3-306 (2000)","Occurs on mainland","LC","No",80,0,20,"Imputed 000 Species","PHYLACINE 1.2",11
"Mesomys_stimulax","Rodentia","Echimyidae","Mesomys","stimulax",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",139,"Reported","Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","LC","No",83,0,17,"Imputed 000 Species","PHYLACINE 1.2",66
"Metachirus_nudicaudatus","Didelphimorphia","Didelphidae","Metachirus","nudicaudatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",375,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,50,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1285
"Mico_acariensis","Primates","Callitrichidae","Mico","acariensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",472,"Assumed isometric based on skull size","International Journal of Primatology 31: 693-714 (2010)","Mico_leucippe","International Journal of Primatology 31: 693-714 (2010)","Occurs on mainland","DD","No",57,14,29,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",11
"Mico_argentatus","Primates","Callitrichidae","Mico","argentatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",440,"Reported","Global Ecology and Biogeography 17: 274-283 (2008)",NA,NA,"Occurs on mainland","LC","No",60,20,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",27
"Mico_chrysoleucos","Primates","Callitrichidae","Mico","chrysoleucos",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",539.3,"Assumed isometric based on head-body length","Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)","Mico_leucippe","Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)","Occurs on mainland","DD","No",57,14,29,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",14
"Mico_emiliae","Primates","Callitrichidae","Mico","emiliae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",335,"Reported","International Journal of Primatology 31: 693-714 (2010)",NA,NA,"Occurs on mainland","DD","No",57,14,29,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",29
"Mico_humeralifer","Primates","Callitrichidae","Mico","humeralifer",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",350,"Reported","Global Ecology and Biogeography 17: 274-283 (2008)",NA,NA,"Occurs on mainland","DD","No",60,20,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",16
"Mico_humilis","Primates","Callitrichidae","Mico","humilis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",167.5,"Reported","Neotropical Primates 11: 1-10 (2003)",NA,NA,"Occurs on mainland","VU","No",80,0,20,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",4
"Mico_intermedius","Primates","Callitrichidae","Mico","intermedius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",425,"Reported","IUCN species fact sheet",NA,NA,"Occurs on mainland","LC","No",50,0,50,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",15
"Mico_leucippe","Primates","Callitrichidae","Mico","leucippe",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",440,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",6
"Mico_marcai","Primates","Callitrichidae","Mico","marcai",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",295,"Reported","Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",NA,NA,"Occurs on mainland","DD","No",57,14,29,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",4
"Mico_mauesi","Primates","Callitrichidae","Mico","mauesi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",360,"Reported","Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",NA,NA,"Occurs on mainland","LC","No",57,14,29,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",10
"Mico_melanurus","Primates","Callitrichidae","Mico","melanurus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",302.3,"Assumed isometric based on head-body length","Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)","Mico_leucippe","Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)","Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",126
"Mico_nigriceps","Primates","Callitrichidae","Mico","nigriceps",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",370,"Reported","Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",NA,NA,"Occurs on mainland","DD","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",10
"Mico_rondoni","Primates","Callitrichidae","Mico","rondoni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",329.6,"Reported","Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",NA,NA,"Occurs on mainland","VU","No",80,10,10,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",18
"Mico_saterei","Primates","Callitrichidae","Mico","saterei",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",431.6,"Reported","International Journal of Primatology 31: 693-714 (2010)",NA,NA,"Occurs on mainland","LC","No",57,14,29,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",8
"Microakodontomys_transitorius","Rodentia","Cricetidae","Microakodontomys","transitorius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",11.2,"Assumed isometric based on head-body length","Fieldiana Zoology 75: 1-18 (1993)","Microryzomys_altissimus","Fieldiana Zoology 75: 1-18 (1993)","Occurs on mainland","EN","No",100,0,0,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",3
"Microcavia_australis","Rodentia","Caviidae","Microcavia","australis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",286.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",235
"Microcavia_niata","Rodentia","Caviidae","Microcavia","niata",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",255.2,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",24
"Microcavia_shiptoni","Rodentia","Caviidae","Microcavia","shiptoni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",185,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",8
"Microcebus_arnholdi","Primates","Cheirogaleidae","Microcebus","arnholdi",1,0,0,0,"Imputed","PHYLACINE 1.2",45,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs only on isolated islands","EN","No",47,21,32,"Imputed 000 Species","PHYLACINE 1.2",1
"Microcebus_berthae","Primates","Cheirogaleidae","Microcebus","berthae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",30.5,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",100,0,0,"Transformed 000 Species","Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",2
"Microcebus_bongolavensis","Primates","Cheirogaleidae","Microcebus","bongolavensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",54,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2
"Microcebus_danfossi","Primates","Cheirogaleidae","Microcebus","danfossi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",63,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2
"Microcebus_gerpi","Primates","Cheirogaleidae","Microcebus","gerpi",1,0,0,0,"Imputed","PHYLACINE 1.2",68,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs only on isolated islands","CR","No",54,17,29,"Imputed 000 Species","PHYLACINE 1.2",1
"Microcebus_griseorufus","Primates","Cheirogaleidae","Microcebus","griseorufus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",62.5,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","LC","No",80,0,20,"Transformed 000 Species","Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",13
"Microcebus_jollyae","Primates","Cheirogaleidae","Microcebus","jollyae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",61,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1
"Microcebus_lehilahytsara","Primates","Cheirogaleidae","Microcebus","lehilahytsara",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",46.5,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","VU","No",80,0,20,"Transformed 000 Species","Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",5
"Microcebus_macarthurii","Primates","Cheirogaleidae","Microcebus","macarthurii",1,0,0,0,"Imputed","PHYLACINE 1.2",53,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs only on isolated islands","EN","No",55,16,29,"Imputed 000 Species","PHYLACINE 1.2",2
"Microcebus_mamiratra","Primates","Cheirogaleidae","Microcebus","mamiratra",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",61,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","CR","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1
"Microcebus_margotmarshae","Primates","Cheirogaleidae","Microcebus","margotmarshae",1,0,0,0,"Imputed","PHYLACINE 1.2",49,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs only on isolated islands","EN","No",47,21,32,"Imputed 000 Species","PHYLACINE 1.2",2
"Microcebus_marohita","Primates","Cheirogaleidae","Microcebus","marohita",1,0,0,0,"Imputed","PHYLACINE 1.2",61.4,"Imputed","PHYLACINE 1.2",NA,NA,"Occurs only on isolated islands","CR","No",53,17,30,"Imputed 000 Species","PHYLACINE 1.2",1
"Microcebus_mittermeieri","Primates","Cheirogaleidae","Microcebus","mittermeieri",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",44,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1
"Microcebus_murinus","Primates","Cheirogaleidae","Microcebus","murinus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",60,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","LC","No",60,20,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",35
"Microcebus_myoxinus","Primates","Cheirogaleidae","Microcebus","myoxinus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",47.5,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","VU","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",11
"Microcebus_ravelobensis","Primates","Cheirogaleidae","Microcebus","ravelobensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",72,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",80,0,20,"Transformed 000 Species","Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",4
"Microcebus_rufus","Primates","Cheirogaleidae","Microcebus","rufus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",42.5,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","VU","No",60,20,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3
"Microcebus_sambiranensis","Primates","Cheirogaleidae","Microcebus","sambiranensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",44,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1
"Microcebus_simmonsi","Primates","Cheirogaleidae","Microcebus","simmonsi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",65,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",4
"Microcebus_tavaratra","Primates","Cheirogaleidae","Microcebus","tavaratra",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",61,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","VU","No",45,22,33,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",3
"Microdillus_peeli","Rodentia","Muridae","Microdillus","peeli",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",8.9,"Assumed isometric based on head-body length","Nowak RM. Walker's mammals of the world (1999)","Gerbillus_henleyi","Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)","Occurs on mainland","LC","No",77,0,23,"Imputed 000 Species","PHYLACINE 1.2",9
"Microdipodops_megacephalus","Rodentia","Heteromyidae","Microdipodops","megacephalus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",51
"Microdipodops_pallidus","Rodentia","Heteromyidae","Microdipodops","pallidus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",12.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",14
"Microgale_brevicaudata","Afrosoricida","Tenrecidae","Microgale","brevicaudata",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",11.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",40
"Microgale_cowani","Afrosoricida","Tenrecidae","Microgale","cowani",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",13.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",32
"Microgale_dobsoni","Afrosoricida","Tenrecidae","Microgale","dobsoni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",38,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",43
"Microgale_drouhardi","Afrosoricida","Tenrecidae","Microgale","drouhardi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",33
"Microgale_dryas","Afrosoricida","Tenrecidae","Microgale","dryas",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",40,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","VU","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",6
"Microgale_fotsifotsy","Afrosoricida","Tenrecidae","Microgale","fotsifotsy",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",7.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",34
"Microgale_gracilis","Afrosoricida","Tenrecidae","Microgale","gracilis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",23.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",28
"Microgale_grandidieri","Afrosoricida","Tenrecidae","Microgale","grandidieri",1,0,0,0,"Imputed","PHYLACINE 1.2",13.1,"Imputed","PHYLACINE 1.2",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Imputed 000 Species","PHYLACINE 1.2",17
"Microgale_gymnorhyncha","Afrosoricida","Tenrecidae","Microgale","gymnorhyncha",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",18.2,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",28
